url,analysis_timestamp,carsales_price_estimate,carsales_price_range,recommended_max_bid,expected_profit,profit_margin_percent,score_out_of_10,confidence_notes,resale_low,resale_mid,resale_high,net_profit_mid,net_profit_worst,fees_estimate,transport_estimate,rego_estimate,prep_estimate,confidence,risk_flags,verdict,computed_verdict,no_edge,edge_note,no_edge_at_current_bid,edge_buffer,analysis_context,is_top_buy,top_buy_badge,top_buy_failed_reasons,top_buy_passed_reasons,expected_auction_price,discount_used,current_bid,current_bid_numeric,bids_observed,time_remaining_observed,risk_score
https://www.grays.com/lot/0001-21045674/motor-vehicles-motor-cycles/2013-hyundai-i30-elite-gd-automatic-hatchback,2026-01-14T15:27:55.989440+00:00,"$11,080","$9,090 - $11,630","$10,055",$-479,-4.3%,7.3,,"$9,090","$11,080","$11,630",$-479,"$-2,469",$804,$400,$0,$300,0.73,MISSING_KEYS|NO_MANUAL,Avoid,Avoid,True,"No edge left at current bid — do not bid above $10,055.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21045900/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,2026-01-14T15:27:56.024102+00:00,"$12,690","$10,540 - $13,520","$8,100","$3,242",25.5%,7.3,,"$10,540","$12,690","$13,520","$3,242","$1,092",$648,$400,$0,$300,0.73,HIGH_KM,Trap,Trap,True,"No edge left at current bid — do not bid above $8,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21045962/motor-vehicles-motor-cycles/2016-hyundai-i30-active-x-gd-ii-automatic-hatchback,2026-01-14T15:27:56.057673+00:00,"$6,910","$5,730 - $7,350","$3,709","$2,001",29.0%,7.3,,"$5,730","$6,910","$7,350","$2,001",$821,$500,$400,$0,$300,0.73,HIGH_KM,Trap,Trap,True,"No edge left at current bid — do not bid above $3,709.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21045886/motor-vehicles-motor-cycles/2013-hyundai-i30-premium-gd-automatic-hatchback,2026-01-14T15:27:56.090454+00:00,"$9,010","$7,930 - $9,730","$8,300",$-654,-7.3%,8.0,,"$7,930","$9,010","$9,730",$-654,"$-1,734",$664,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $8,300.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046040/motor-vehicles-motor-cycles/2014-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:56.125784+00:00,"$9,140","$8,050 - $9,880","$6,100","$1,840",20.1%,8.0,,"$8,050","$9,140","$9,880","$1,840",$750,$500,$400,$0,$300,0.8,,Trap,Trap,True,"No edge left at current bid — do not bid above $6,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046434/motor-vehicles-motor-cycles/2013-hyundai-i30-premium-gd-automatic-hatchback,2026-01-14T15:27:56.161110+00:00,"$8,370","$7,370 - $9,040","$7,200",$-106,-1.3%,8.0,,"$7,370","$8,370","$9,040",$-106,"$-1,106",$576,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $7,200.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046276/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:56.195131+00:00,"$8,260","$7,270 - $8,920","$5,900","$1,160",14.0%,8.0,,"$7,270","$8,260","$8,920","$1,160",$170,$500,$400,$0,$300,0.8,,Trap,Trap,True,"No edge left at current bid — do not bid above $5,900.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046561/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:56.228488+00:00,"$7,110","$5,690 - $7,460","$5,000",$910,12.8%,6.9,,"$5,690","$7,110","$7,460",$910,$-510,$500,$400,$0,$300,0.69,HIGH_KM|MISSING_KEYS,Avoid,Avoid,True,"No edge left at current bid — do not bid above $5,000.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046727/motor-vehicles-motor-cycles/2013-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:56.260978+00:00,"$8,440","$7,430 - $9,120","$7,700",$-576,-6.8%,8.0,,"$7,430","$8,440","$9,120",$-576,"$-1,586",$616,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $7,700.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046792/motor-vehicles-motor-cycles/2012-hyundai-i30-automatic-hatchback,2026-01-14T15:27:56.298195+00:00,"$11,120","$9,790 - $12,010","$10,800","$-1,244",-11.2%,8.0,,"$9,790","$11,120","$12,010","$-1,244","$-2,574",$864,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $10,800.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046846/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:56.333679+00:00,"$8,430","$6,920 - $8,860","$4,500","$2,730",32.4%,7.1,,"$6,920","$8,430","$8,860","$2,730","$1,220",$500,$400,$0,$300,0.71,MISSING_KEYS|NO_SERVICE_HISTORY,Trap,Trap,True,"No edge left at current bid — do not bid above $4,500.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21046847/motor-vehicles-motor-cycles/2014-hyundai-i30-se-gd-automatic-hatchback,2026-01-14T15:27:56.371713+00:00,"$7,700","$6,160 - $8,080","$3,600","$2,900",37.7%,6.9,,"$6,160","$7,700","$8,080","$2,900","$1,360",$500,$400,$0,$300,0.69,HIGH_KM|MISSING_KEYS,Trap,Trap,True,"No edge left at current bid — do not bid above $3,600.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21047653/motor-vehicles-motor-cycles/2020-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:56.410061+00:00,"$16,180","$14,240 - $17,480","$18,200","$-4,176",-25.8%,8.0,,"$14,240","$16,180","$17,480","$-4,176","$-6,116","$1,456",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $18,200.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21047639/motor-vehicles-motor-cycles/2021-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:56.450859+00:00,"$21,300","$18,740 - $23,000","$21,500","$-2,620",-12.3%,8.0,,"$18,740","$21,300","$23,000","$-2,620","$-5,180","$1,720",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $21,500.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21047519/motor-vehicles-motor-cycles/2012-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:56.490941+00:00,"$8,840","$7,780 - $9,550","$5,500","$2,140",24.2%,8.0,,"$7,780","$8,840","$9,550","$2,140","$1,080",$500,$400,$0,$300,0.8,,Trap,Trap,True,"No edge left at current bid — do not bid above $5,500.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21047886/motor-vehicles-motor-cycles/2014-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:56.533244+00:00,"$9,150","$7,770 - $9,740","$7,200",$674,7.4%,7.6,,"$7,770","$9,150","$9,740",$674,$-706,$576,$400,$0,$300,0.76,MISSING_KEYS,Avoid,Avoid,True,"No edge left at current bid — do not bid above $7,200.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048188/motor-vehicles-motor-cycles/2012-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:56.569009+00:00,"$7,690","$6,000 - $8,080","$4,400",$890,11.6%,6.5,,"$6,000","$7,690","$8,080",$890,$-800,$500,$400,"$1,200",$300,0.65,HIGH_KM|UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $4,400.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048255/motor-vehicles-motor-cycles/2013-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:56.611864+00:00,"$7,490","$6,220 - $7,980","$7,100",$-878,-11.7%,7.3,,"$6,220","$7,490","$7,980",$-878,"$-2,148",$568,$400,$0,$300,0.73,HIGH_KM,Avoid,Avoid,True,"No edge left at current bid — do not bid above $7,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048257/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,2026-01-14T15:27:56.651692+00:00,"$15,020","$13,210 - $16,220","$12,700",$604,4.0%,8.0,,"$13,210","$15,020","$16,220",$604,"$-1,206","$1,016",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $12,700.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048203/motor-vehicles-motor-cycles/2013-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:56.692597+00:00,"$8,010","$6,410 - $8,410","$6,100",$-490,-6.1%,6.8,,"$6,410","$8,010","$8,410",$-490,"$-2,090",$500,$400,"$1,200",$300,0.68,MISSING_KEYS|UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $6,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048336/motor-vehicles-motor-cycles/2012-hyundai-i30-elite-gd-automatic-hatchback,2026-01-14T15:27:56.734925+00:00,"$8,620","$6,810 - $8,920","$6,100","$1,320",15.3%,6.8,,"$6,810","$8,620","$8,920","$1,320",$-490,$500,$400,$0,$300,0.68,MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY,Avoid,Avoid,True,"No edge left at current bid — do not bid above $6,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048425/motor-vehicles-motor-cycles/2015-hyundai-i30-sr-gd-ii-automatic-hatchback,2026-01-14T15:27:56.778512+00:00,"$7,820","$6,890 - $8,450","$6,900",$-332,-4.2%,8.0,,"$6,890","$7,820","$8,450",$-332,"$-1,262",$552,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $6,900.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048306/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,2026-01-14T15:27:56.821191+00:00,"$15,150","$12,570 - $16,130","$8,500","$4,070",26.9%,7.2,,"$12,570","$15,150","$16,130","$4,070","$1,490",$680,$400,"$1,200",$300,0.72,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $8,500.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21048743/motor-vehicles-motor-cycles/2012-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:27:56.859567+00:00,"$8,850","$7,520 - $9,420","$6,201","$1,449",16.4%,7.6,,"$7,520","$8,850","$9,420","$1,449",$119,$500,$400,$0,$300,0.76,MISSING_KEYS,Trap,Trap,True,"No edge left at current bid — do not bid above $6,201.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21049128/motor-vehicles-motor-cycles/2012-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:56.897948+00:00,"$7,820","$6,260 - $8,210","$5,855",$-435,-5.6%,6.8,,"$6,260","$7,820","$8,210",$-435,"$-1,995",$500,$400,"$1,200",$300,0.68,MISSING_KEYS|UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $5,855.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21049170/motor-vehicles-motor-cycles/2012-hyundai-i30-sx-fd-automatic-hatchback,2026-01-14T15:27:56.940136+00:00,"$8,620","$6,720 - $8,920","$4,210","$2,010",23.3%,5.6,,"$6,720","$8,620","$8,920","$2,010",$110,$500,$400,"$1,200",$300,0.56,MISSING_KEYS|UNREGISTERED|WARNING_LIGHT,Trap,Trap,True,"No edge left at current bid — do not bid above $4,210.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21050263/motor-vehicles-motor-cycles/2021-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:56.984387+00:00,"$20,850","$17,730 - $22,210","$18,800",$-154,-0.7%,7.6,,"$17,730","$20,850","$22,210",$-154,"$-3,274","$1,504",$400,$0,$300,0.76,MISSING_KEYS,Avoid,Avoid,True,"No edge left at current bid — do not bid above $18,800.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21050451/motor-vehicles-motor-cycles/2015-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:57.027274+00:00,"$8,180","$7,200 - $8,840","$8,000","$-1,160",-14.2%,8.0,,"$7,200","$8,180","$8,840","$-1,160","$-2,140",$640,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $8,000.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21050420/motor-vehicles-motor-cycles/2017-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:57.068781+00:00,"$13,070","$10,850 - $13,920","$7,891","$3,848",29.4%,7.3,,"$10,850","$13,070","$13,920","$3,848","$1,628",$631,$400,$0,$300,0.73,HIGH_KM,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21050602/motor-vehicles-motor-cycles/2013-hyundai-i30-premium-gd-automatic-hatchback,2026-01-14T15:27:57.107482+00:00,"$8,820","$7,770 - $9,530","$7,700",$-196,-2.2%,8.0,,"$7,770","$8,820","$9,530",$-196,"$-1,246",$616,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $7,700.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051088/motor-vehicles-motor-cycles/2021-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:57.149913+00:00,"$21,000","$18,480 - $22,680","$19,100",$-328,-1.6%,8.0,,"$18,480","$21,000","$22,680",$-328,"$-2,848","$1,528",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $19,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051086/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:57.188395+00:00,"$21,300","$18,740 - $23,000","$20,800","$-1,864",-8.8%,8.0,,"$18,740","$21,300","$23,000","$-1,864","$-4,424","$1,664",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $20,800.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051095/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:57.228027+00:00,"$21,300","$18,740 - $23,000","$21,000","$-2,080",-9.8%,8.0,,"$18,740","$21,300","$23,000","$-2,080","$-4,640","$1,680",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $21,000.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051079/motor-vehicles-motor-cycles/2017-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:57.267254+00:00,"$13,070","$10,850 - $13,920","$8,600","$3,082",23.6%,7.3,,"$10,850","$13,070","$13,920","$3,082",$862,$688,$400,$0,$300,0.73,HIGH_KM,Trap,Trap,True,"No edge left at current bid — do not bid above $8,600.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051261/motor-vehicles-motor-cycles/2020-hyundai-i30-active-pd-automatic-hatchback,2026-01-14T15:27:57.312596+00:00,"$17,860","$14,290 - $18,760","$15,460",$-737,-4.1%,6.8,,"$14,290","$17,860","$18,760",$-737,"$-4,307","$1,237",$400,"$1,200",$300,0.68,MISSING_KEYS|UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $15,460.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051468/motor-vehicles-motor-cycles/2013-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:57.349655+00:00,"$8,320","$7,320 - $8,990","$4,620","$2,500",30.0%,8.0,,"$7,320","$8,320","$8,990","$2,500","$1,500",$500,$400,$0,$300,0.8,,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051756/motor-vehicles-motor-cycles/2015-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:57.385100+00:00,"$7,040","$5,840 - $7,500","$6,100",$-260,-3.7%,7.3,,"$5,840","$7,040","$7,500",$-260,"$-1,460",$500,$400,$0,$300,0.73,HIGH_KM,Avoid,Avoid,True,"No edge left at current bid — do not bid above $6,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21051896/motor-vehicles-motor-cycles/2021-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:57.420372+00:00,"$21,300","$18,740 - $23,000","$20,400","$-1,432",-6.7%,8.0,,"$18,740","$21,300","$23,000","$-1,432","$-3,992","$1,632",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $20,400.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052327/motor-vehicles-motor-cycles/2020-hyundai-i30-active-pd-automatic-hatchback,2026-01-14T15:27:57.456313+00:00,"$16,840","$14,820 - $18,190","$16,400","$-1,572",-9.3%,8.0,,"$14,820","$16,840","$18,190","$-1,572","$-3,592","$1,312",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $16,400.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052330/motor-vehicles-motor-cycles/2020-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:57.493083+00:00,"$16,580","$14,590 - $17,900","$16,500","$-1,940",-11.7%,8.0,,"$14,590","$16,580","$17,900","$-1,940","$-3,930","$1,320",$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $16,500.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052486/motor-vehicles-motor-cycles/2016-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:57.528560+00:00,"$9,590","$8,440 - $10,350","$11,400","$-3,422",-35.7%,8.0,,"$8,440","$9,590","$10,350","$-3,422","$-4,572",$912,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $11,400.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052465/motor-vehicles-motor-cycles/2015-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:57.562991+00:00,"$7,040","$5,840 - $7,500","$5,000",$840,11.9%,7.3,,"$5,840","$7,040","$7,500",$840,$-360,$500,$400,$0,$300,0.73,HIGH_KM,Avoid,Avoid,True,"No edge left at current bid — do not bid above $5,000.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052070/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:57.597977+00:00,"$8,910","$6,600 - $9,090","$6,300",$206,2.3%,6.0,,"$6,600","$8,910","$9,090",$206,"$-2,104",$504,$400,"$1,200",$300,0.6,MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY|UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $6,300.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052622/motor-vehicles-motor-cycles/2014-hyundai-i30-elite-gd-automatic-hatchback,2026-01-14T15:27:57.635742+00:00,"$6,140","$4,910 - $6,440","$4,809",$131,2.1%,7.0,,"$4,910","$6,140","$6,440",$131,"$-1,099",$500,$400,$0,$300,0.7,HIGH_KM|NO_MANUAL,Avoid,Avoid,True,"No edge left at current bid — do not bid above $4,809.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052692/motor-vehicles-motor-cycles/2020-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:57.674604+00:00,"$16,640","$14,150 - $17,720","$15,800","$-1,124",-6.8%,7.6,,"$14,150","$16,640","$17,720","$-1,124","$-3,614","$1,264",$400,$0,$300,0.76,MISSING_KEYS,Avoid,Avoid,True,"No edge left at current bid — do not bid above $15,800.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052637/motor-vehicles-motor-cycles/2012-hyundai-i30-elite-gd-automatic-hatchback,2026-01-14T15:27:57.713367+00:00,"$8,500","$6,970 - $8,930","$4,270","$3,030",35.6%,7.2,,"$6,970","$8,500","$8,930","$3,030","$1,500",$500,$400,$0,$300,0.72,NO_MANUAL|NO_SERVICE_HISTORY,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21052779/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,2026-01-14T15:27:57.749204+00:00,"$17,830","$15,690 - $19,260","$11,700","$4,494",25.2%,8.0,,"$15,690","$17,830","$19,260","$4,494","$2,354",$936,$400,$0,$300,0.8,,Conditional Flip,Conditional Flip,False,,False,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053026/motor-vehicles-motor-cycles/2013-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:57.786909+00:00,"$10,530","$8,740 - $11,220","$7,100",$962,9.1%,7.2,,"$8,740","$10,530","$11,220",$962,$-828,$568,$400,"$1,200",$300,0.72,UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $7,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053224/motor-vehicles-motor-cycles/2012-hyundai-i30-elite-gd-automatic-hatchback,2026-01-14T15:27:57.822875+00:00,"$7,980","$7,020 - $8,620","$6,100",$680,8.5%,8.0,,"$7,020","$7,980","$8,620",$680,$-280,$500,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $6,100.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053375/motor-vehicles-motor-cycles/2020-hyundai-i30-active-pd-automatic-hatchback,2026-01-14T15:27:57.859763+00:00,"$17,320","$14,370 - $18,440","$15,500","$-1,320",-7.6%,7.2,,"$14,370","$17,320","$18,440","$-1,320","$-4,270","$1,240",$400,"$1,200",$300,0.72,UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $15,500.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053374/motor-vehicles-motor-cycles/2020-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:57.894427+00:00,"$18,510","$15,730 - $19,710","$18,400","$-2,062",-11.1%,7.6,,"$15,730","$18,510","$19,710","$-2,062","$-4,842","$1,472",$400,$0,$300,0.76,MISSING_KEYS,Avoid,Avoid,True,"No edge left at current bid — do not bid above $18,400.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053462/motor-vehicles-motor-cycles/2013-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:57.933900+00:00,"$9,930","$8,740 - $10,720","$7,610","$1,011",10.2%,8.0,,"$8,740","$9,930","$10,720","$1,011",$-179,$609,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $7,610.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053475/motor-vehicles-motor-cycles/2015-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:57.972949+00:00,"$7,040","$5,840 - $7,500","$4,700","$1,140",16.2%,7.3,,"$5,840","$7,040","$7,500","$1,140",$-60,$500,$400,$0,$300,0.73,HIGH_KM,Avoid,Avoid,True,"No edge left at current bid — do not bid above $4,700.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053789/motor-vehicles-motor-cycles/2012-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:58.012423+00:00,"$7,950","$7,000 - $8,590","$6,500",$230,2.9%,8.0,,"$7,000","$7,950","$8,590",$230,$-720,$520,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $6,500.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21053818/motor-vehicles-motor-cycles/2015-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:58.053446+00:00,"$7,040","$5,840 - $7,500","$4,800","$1,040",14.8%,7.3,,"$5,840","$7,040","$7,500","$1,040",$-160,$500,$400,$0,$300,0.73,HIGH_KM,Avoid,Avoid,True,"No edge left at current bid — do not bid above $4,800.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21054042/motor-vehicles-motor-cycles/2016-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:58.090398+00:00,"$6,140","$5,090 - $6,540","$5,909",$-969,-15.8%,7.3,,"$5,090","$6,140","$6,540",$-969,"$-2,019",$500,$400,$0,$300,0.73,HIGH_KM,Avoid,Avoid,True,"No edge left at current bid — do not bid above $5,909.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21054279/motor-vehicles-motor-cycles/2012-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:58.128930+00:00,"$7,790","$5,610 - $7,940","$4,220","$1,170",15.0%,5.7,,"$5,610","$7,790","$7,940","$1,170","$-1,010",$500,$400,"$1,200",$300,0.57,HIGH_KM|NO_MANUAL|NO_SERVICE_HISTORY|UNREGISTERED,Avoid,Avoid,True,"No edge left at current bid — do not bid above $4,220.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21054288/motor-vehicles-motor-cycles/2013-hyundai-i30-trophy-gd-automatic-hatchback,2026-01-14T15:27:58.167580+00:00,"$7,150","$5,720 - $7,500","$4,609","$1,341",18.8%,6.9,,"$5,720","$7,150","$7,500","$1,341",$-89,$500,$400,$0,$300,0.69,HIGH_KM|MISSING_KEYS,Avoid,Avoid,True,"No edge left at current bid — do not bid above $4,609.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21054225/motor-vehicles-motor-cycles/2020-hyundai-i30-pd-automatic-hatchback,2026-01-14T15:27:58.208677+00:00,"$18,150","$15,430 - $19,330","$16,000",$170,0.9%,7.6,,"$15,430","$18,150","$19,330",$170,"$-2,550","$1,280",$400,$0,$300,0.76,MISSING_KEYS,Avoid,Avoid,True,"No edge left at current bid — do not bid above $16,000.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21054422/motor-vehicles-motor-cycles/2014-hyundai-i30-sr-gd-automatic-hatchback,2026-01-14T15:27:58.248789+00:00,"$10,310","$9,080 - $11,140","$10,400","$-1,622",-15.7%,8.0,,"$9,080","$10,310","$11,140","$-1,622","$-2,852",$832,$400,$0,$300,0.8,,Avoid,Avoid,True,"No edge left at current bid — do not bid above $10,400.",True,50.0,sold_simulated,,,,,,,,,,,
https://www.grays.com/lot/0001-21054355/motor-vehicles-motor-cycles/2016-hyundai-i30-active-gd-automatic-hatchback,2026-01-14T15:27:58.285047+00:00,"$8,750","$7,700 - $9,450","$5,100","$2,450",28.0%,8.0,,"$7,700","$8,750","$9,450","$2,450","$1,400",$500,$400,$0,$300,0.8,,Trap,Trap,True,"No edge left at current bid — do not bid above $5,100.",True,50.0,sold_simulated,,,,,,,,,,,
