year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,sale_price,time_remaining_or_date_sold
1995.0,Hyosung,Cruise,2 Motorcycle,,,,,KM4MF47A7S1131950,,,,,,,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9059185/motor-vehicles-motor-cycles/1995-hyosung-cruise-2-motorcycle,,,,,2025-05-05,sold,2.0,$109,$109,
2006.0,Hyosung,GT,Motorcycle,,,,,KM4MJ51B961104076,,,,,,250,,,,km,,,Yes,No,,No,No,,https://www.grays.com/lot/0001-9058047/motor-vehicles-motor-cycles/2006-hyosung-gt-motorcycle,,,,,2025-03-25,sold,12.0,$109,$109,
2010.0,Hyosung,GT,Motorcycle,,,,,KM4MJ55B0A1501002,,,,,,250,,,,km,,,No,No,,No,No,,https://www.grays.com/lot/0001-9058055/motor-vehicles-motor-cycles/2010-hyosung-gt-motorcycle,,,,,2025-03-25,sold,10.0,$99,$99,
2010.0,Hyosung,GT,Motorcycle,,,,,KM4MJ55B6A1500940,,,,,,250R,,,,km,,,Yes,No,,No,No,,https://www.grays.com/lot/0001-9058042/motor-vehicles-motor-cycles/2010-hyosung-gt-motorcycle,,,,,2025-03-25,sold,2.0,$109,$109,
2012.0,Hyosung,GTR,Motorcycle,,,,,KM4MP62C9C1501553,,,,,,650,,,,km,,,Yes,No,,No,No,,https://www.grays.com/lot/0001-9058050/motor-vehicles-motor-cycles/2012-hyosung-gtr-motorcycle,,,,,2025-03-25,sold,33.0,$460,$460,
2014.0,Hyusong,GV,"650 2 seater Road, 15188 km indicated",,2,,04 / 2014,KM4VP61A1E1500677,3C - 3KJ,,,1.0,2,650 CC,,,,km,,,Yes,No,No,,Yes,,https://www.grays.com/lot/0001-21052296/motor-vehicles-motor-cycles/2014-hyusong-gv-650-2-seater-road-15188-km-indicated,,,,,2025-07-15,sold,29.0,"$2,610","$2,610",
2008.0,Hyundai,iLOAD,Crew TQ Turbo Diesel Manual Van,Van,6,2008-03,2008-05,KMFWBH7JR8U068897,WJW829,VIC,12-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Manual,342059,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055027/motor-vehicles-motor-cycles/2008-hyundai-iload-crew-tq-turbo-diesel-manual-van,"Engine rattles when start up.
Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers","Air Conditioning, CD Player, Central Locking, Climate control, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 294A (355173)",,,2025-08-27,sold,33.0,"$4,100","$4,100",
2009.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3.0,2009-04,2009-06,KMFWBH7JR9U161025,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Manual,259007,km,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054875/motor-vehicles-motor-cycles/2009-hyundai-iload-tq-turbo-diesel-manual-van,"Body/panel damage Rear passenger door
Medium Scratch on Front bumper
Dents or marks on body consistent with age and kilometres.
Front Seat worn Driver seat torn","Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 50a",,,,sold,21.0,1701.0,1701.0,
2009.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2009 - 05,2009 - 07,KMFWBH7JR9U165749,,,"Sold Unregistered, Without Plates",,4,2.5,Diesel,Manual,324990,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048257/motor-vehicles-motor-cycles/2009-hyundai-iload-tq-turbo-diesel-manual-van,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Reverse camera, Roof Rack, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 60",,,2025-07-09,sold,35.0,"$2,500","$2,500",
2009.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2009-06,2009-07,KMFWBH7JR9U166560,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Manual,242875,km,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051792/motor-vehicles-motor-cycles/2009-hyundai-iload-tq-turbo-diesel-manual-van,Engine tick,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 151 (312857)",,,2025-07-06,sold,15.0,"$1,109","$1,109",
2009.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2009 - 10,2009 - 12,KMFWBX7JLAU199844,,,"Sold Unregistered, Without Plates",,4,2.5,Diesel,Manual,264264,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048091/motor-vehicles-motor-cycles/2009-hyundai-iload-tq-turbo-diesel-manual-van,Engine idling rough,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof racks, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 58",,,2025-06-23,sold,12.0,"$1,109","$1,109",
2010.0,Hyundai,iLoad,TQ Turbo Diesel Manual Van,Van,3.0,2010-04,2010-06,KMFWBX7JLAU252493,,,"Sold Unregistered, Without Plates",2.0,4,2.5,Diesel,Manual,341830,km,White,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713391/motor-vehicles-motor-cycles/2010-hyundai-iload-tq-turbo-diesel-manual-van,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on LH rear panel, rear door
Transmission Requires attention Strongly recommend inspection by qualified third party","Air Conditioning, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-552 GV360836",,,,sold,29.0,2150.0,2150.0,
2010.0,Hyundai,i,load TQ-V 4 x 2 Van,,,,,KMFWBX7JLAU272978,,,,,,,Diesel,,,km,,,Yes,Yes,,No,Yes,,https://www.grays.com/lot/0001-60047625/motor-vehicles-motor-cycles/2010-hyundai-i-load-tq-v-4-x-2-van,,,,,2025-04-28,sold,40.0,"$2,309","$2,309",
2010.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2010-10,2010-12,KMFWBX7JLBU303297,1QD3EC,VIC,28-05-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Manual,271829,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21044922/motor-vehicles-motor-cycles/2010-hyundai-iload-tq-turbo-diesel-manual-van,"Dents or marks on body consistent with age and kilometres.
Rear and lower tail light panel Cracked bumper.
Medium Scratch on Rear Drivers Side Door and minor dent","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 572",,,2025-03-12,sold,73.0,"$4,809","$4,809",
2010.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2010-12,2011-02,KMFWBX7JLBU324553,YGR921,VIC,11-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Manual,99019,km,White,Silver,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052102/motor-vehicles-motor-cycles/2010-hyundai-iload-tq-turbo-diesel-manual-van,"Large Scratch on Around the vehicle
Medium Dent on Around the Vehicle
Corrosion visible Some places
Front Seat Marks Front
Other Warning light ON","Air Conditioning, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 50a (351923)",,,2025-07-13,sold,111.0,"$6,400","$6,400",
2011.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2011-04,2011-07,KMFWBX7JLBU365118,BM10AE,NSW,"Sold Unregistered, Without Plates",,4,2.5,Diesel,Manual,159917,km,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347822/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-manual-van,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Large Scratches and paint imperfections around vehicle
Flat Battery. Jump start or towing required","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Roof rack, Crash Test Star Rating 4, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 449",,,2025-03-25,sold,45.0,"$3,590","$3,590",
2011.0,Hyundai,iLoad,TQ Turbo Diesel Manual Van,Van,3.0,2011-07,2011-10,KMFWBX7JLCU390737,YYU731,VIC,29-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Manual,246710,km,White,Black,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058344/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-manual-van,"Seat Torn Passenger
Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Front Cracked bumper.
Paint peeling Drivers side","Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 130 (361663)",,,,sold,68.0,5709.0,5709.0,
2011.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2011-08,2011-09,KMFWBX7JLCU402209,1DTJ803,WA,01-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,2.5,Diesel,Manual,315480,km,White,Grey,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062176/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-manual-van,"Dents And Marks On Body Consistent With Age And Kilometers,Exterior: Paint Peeling Trim And Side Panels, Interior: Front Seats Stained Passenger, Black Smoke Evident, Engine Needs Attention, Blowing smoke, Inspection Highly Recommended, Tilt Tray Collection Advisable","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 13B",,,2025-07-31,sold,37.0,"$2,909","$2,909",
2009.0,Hyundai,iLOAD,Crew TQ Turbo Diesel Automatic Van,Van,5,2009 - 07,2009 - 09,KMFWBX7JMAU173735,,,"Sold Unregistered, Without Plates",,4,2.5,Diesel,Automatic,"232445 - Odometer discrepancy detected, see attached history report.",km,White,Multi,Yes,Yes,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60047781/motor-vehicles-motor-cycles/2009-hyundai-iload-crew-tq-turbo-diesel-automatic-van,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth stereo, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Navigation (Android Auto), Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 91",,,2025-05-07,sold,60.0,"$4,009","$4,009",
2009.0,Hyundai,iLOAD,Crew TQ Turbo Diesel Automatic Van,Van,6,2009-09,2009-10,KMFWBX7JMAU188093,2AK5VJ,VIC,09-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,239923,km,Grey,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21047022/motor-vehicles-motor-cycles/2009-hyundai-iload-crew-tq-turbo-diesel-automatic-van,"Medium Scratch on Just above the rear right wheel
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 962C (343518)",,,2025-04-15,sold,108.0,"$7,300","$7,300",
2009.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2009-11,2010-01,KMFWBX7JMAU204176,1DGZ201,WA,"01-05-2025 - Please note this vehicle license has expired, but can be paid until 01/08/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,4,2.5,Diesel,Automatic,324080,km,Silver,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9059360/motor-vehicles-motor-cycles/2009-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Engine Smoke visible
Medium Scratch on various all over panel
Body/panel damage rear left corner","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 40e",,,2025-05-08,sold,14.0,"$1,209","$1,209",
2009.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2009-11,2009-12,KMFWBX7JMAU204310,EJW39C,NSW,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,361643,km,White,Grey,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10912029/motor-vehicles-motor-cycles/2009-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Engine Noise observed
Glovebox Would not Open/Close","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,2025-08-03,sold,38.0,"$2,799","$2,799",
2010.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,2,2010-03,2010-04,KMFWBX7JMAU246184,1UW8PI,VIC,30-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,"234748 Odometer discrepancy detected, see attached history report",km,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051323/motor-vehicles-motor-cycles/2010-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Right panel
Fuel flap broken, missing
Paint peeling Above back left wheel
Front bumper damage Cracked bumper.
Medium Scratch on around the van
Medium Scuff on around the van","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 114 (348196)",,,2025-07-01,sold,61.0,"$3,400","$3,400",
2010.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2010-06,2010-08,KMFWBX7JMAU268632,ZAZ824,VIC,01-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,325922,km,White,Grey,Yes,No,No,No,No,VIC,https://www.grays.com/lot/0001-21053906/motor-vehicles-motor-cycles/2010-hyundai-iload-tq-turbo-diesel-automatic-van,"Marks in boot
Windscreen Chipped or Cracked.Suspected head issue, low compression Cargo barrier, shelving unit
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front bumper
Medium Scratch on Lh front quarter
Paint cracked Rear LH door
Paint peeling LH front door sill
Paint peeling RH rear door
Corrosion visible Roof
Medium Scratch on Rh rear door
Medium Scratch on Rh rear quarter
Rear Cracked bumper.
Damaged Rear
Tow truck required for pick up
Medium Dent on Boot","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1260s (354769)",,,2025-08-06,sold,25.0,"$1,609","$1,609",
2011.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2011-01,2011-02,KMFWBX7JMBU336111,No plates,WA,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,398732,km,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9058428/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-automatic-van,"Door card Worn.
Flat Battery. Jump start or towing required
Seat Torn Driver seat
Carpet worn in places.
Lh rear bumper Cracked bumper.
Damaged Both rear lights cracked
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Lh front bumper and Rh rear guard","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 38B 342277",,,2025-04-08,sold,30.0,"$3,100","$3,100",
2011.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2011-01,2011-02,KMFWBX7JMBU336962,,,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,337975,km,White,Grey,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50515906/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-automatic-van,"Door card Worn.
Paint peeling Rh front door
Dents or marks on body consistent with age and kilometres.
Paint cracked Tailgate
Medium Dent on Rh rear door
Large Dent on Drivers side sliding door
Medium Scratch on boot
front lhs Cracked bumper.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-974 GV348298",,,2025-07-03,sold,32.0,"$2,900","$2,900",
2011.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3.0,2011-03,2011-05,KMFWBX7JMBU355993,YOS540,VIC,29-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,260281,km,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058230/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-automatic-van,"Carpet worn in places.
Seat Torn Driver and passenger
Marks in boot
Door Handle Not Working or Broken.
Dents or marks on body consistent with age and kilometres.
Corrosion visible Bonnet roof rear doors
Paint peeling Bonnet grill sliding door left
Large Dent on Right rear quarter
Medium Scuff on Left passenger and sliding door","Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 311 (361299)",,,,sold,41.0,3409.0,3409.0,
2011.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2011-07,2011-10,KMFWBX7JMCU392325,2CY5RR,VIC,06-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,432817,km,White,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055172/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-automatic-van,"Large Dent on Tailgate
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Large Scuff on Front bar","Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 397 (356505)",,,2025-08-28,sold,48.0,"$3,600","$3,600",
2011.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2011-09,2011-11,KMFWBX7JMCU408816,1GJN692,WA,"16/05/2025 - Please note this vehicle license has expired, but can be paid until 16/08/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,4,2.5,Diesel,Automatic,268953,km,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060404/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-automatic-van,"Engine Smoke visible
Dents or marks on body consistent with age and kilometres.
Medium Scratch on along either side
Large Scuff on rear passenger side
Medium Scuff on front and rear bumper
Engine Oil Leak","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 1a",,,2025-06-11,sold,58.0,"$4,509","$4,509",
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3.0,2012-01,2012-02,KMFWBX7JMCU450856,1JI9MC,VIC,08-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Diesel,Automatic,349581,km,White,Grey,Yes,Yes,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21059098/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,"Front Seat Stains All front seats
Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat
Paint peeling All over vehicle
Rear bumper Cracked bumper.","Air Conditioning, CD Player, Driver Airbag, Electric Windows, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 729 (362785)",,,,sold,50.0,4709.0,4709.0,
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2012-05,2012-07,KMFWBX7KLCU489136,,,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Manual,382869,km,White,Grey,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50514434/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-manual-van,"Door card Worn.
Front Seat Stains Both seats
Seat Torn Driver seat
Carpet worn in places.
Lh rear door, handle broken Door not Working
Large Scratch on Lh rear quarter
Medium Dent on Multiple panels
Paint peeling Rooftop
Paint fading Multiple panels
Large Dent on Rh rear guard
Medium Scuff on Lh rear bumper and Rh front bumper
Medium Scratch on Multiple panels","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-859 GV340462",,,2025-03-25,sold,24.0,"$2,901","$2,901",
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2012-12,2013-01,KMFWBX7KLDU532292,1ECX132,WA,05-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,2.5,Diesel,Manual,317429,km,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9059141/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-manual-van,"Seat Torn Various seats
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels
Medium Scratch on Various panels
Paint peeling Left rear door","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 20D",,,2025-05-06,sold,38.0,"$2,909","$2,909",
2014.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2014-02,2014-09,KMFWBX7KLEU633518,,,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Manual,450796,km,White,Grey,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50514153/motor-vehicles-motor-cycles/2014-hyundai-iload-tq-turbo-diesel-manual-van,"Front Seat Stains Driver seat
Large Dent on Rh rear quarter and tailgate
Dents or marks on body consistent with age and kilometres.
Hail damage visible.
Body/panel damage Lh front bumper dent and cracked","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-854 GV340485",,,2025-03-11,sold,41.0,"$3,209","$3,209",
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2015-05,2015-07,KMFWBX7KLFU742595,No plates,NSW,"Sold Unregistered, Without Plates",,4,2.5,Diesel,Manual,349050,km,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10348335/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-manual-van,"Dents or marks on body consistent with age and kilometres.
Large Dent on Tailgate, passenger side front guard
Door Handle Not Working or Broken.
Engine light ON","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof rail/roof rack, Crash Test Star Rating 4, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 222",,,2025-04-23,sold,44.0,"$3,400","$3,400",
2016.0,Hyundai,iLOAD,TQ Turbo Diesel Manual Van,Van,3,2016-02,2016-03,KMFWBX7KLGU817067,1HE1FF,VIC,11-04-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Manual,241787,km,Silver,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050099/motor-vehicles-motor-cycles/2016-hyundai-iload-tq-turbo-diesel-manual-van,"Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Seat Torn drivers
Medium Scratch on bonnet","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Roof Racks, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 399A (348669)",,,2025-06-05,sold,2.0,"$10,200","$10,200",
