year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status
2010.0,Volkswagen,Golf,R A6 Automatic Hatchback,Hatchback,5.0,2010-09,2010-11,WVWZZZ1KZBW100270,2DF6NY,VIC,14-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Premium Unleaded,Automatic,170971,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055714/motor-vehicles-motor-cycles/2010-volkswagen-golf-r-a6-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Paint fading Rear Spoiler","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 938 (357543)",66.0,,,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Paint fading Rear Spoiler",referred
2018.0,Ford,Ranger,Wildtrak 4x4 PX III Turbo Diesel 10 auto Dual Cab,Dual Cab,5.0,2018-10,2018-11,MPBUMFF60JX190218,1NW3NL,VIC,30-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Diesel,10 auto,241150,km,Grey,Black Leather,Yes,No,No,No,No,VIC,https://www.grays.com/lot/0001-21055749/motor-vehicles-motor-cycles/2018-ford-ranger-wildtrak-4x4-px-iii-turbo-diesel-10-auto-dual-cab,"Seat Torn Driver seat
Medium Scratch on Various parts on panels
Medium Dent on Various parts on panels
Large Scratch on Rear driver side quarter panel
Dents or marks on body consistent with age and kilometres.
Engine Smoke visible","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 18A (353892)",87.0,,,"Seat Torn Driver seat
Medium Scratch on Various parts on panels
Medium Dent on Various parts on panels
Large Scratch on Rear driver side quarter panel
Dents or marks on body consistent with age and kilometres.
Engine Smoke visible",referred
2007.0,Volkswagen,Passat,2.0 TDI 3C Turbo Diesel Automatic Wagon,Wagon,5.0,2007-03,2007-05,WVWZZZ3CZ7E209585,YWN538,VIC,12-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Diesel,Automatic,258794,km,Black,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055757/motor-vehicles-motor-cycles/2007-volkswagen-passat-2-0-tdi-3c-turbo-diesel-automatic-wagon,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Medium Scratch on RH rear quarter panel
Damaged RH rear tail lights
Medium Dent on Multiple minor chips and Dents on rear bumper
Medium Scratch on LH rear quarter panel scrape with a little rust
Marks in boot","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 613 (357637)",6.0,,,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Medium Scratch on RH rear quarter panel
Damaged RH rear tail lights
Medium Dent on Multiple minor chips and Dents on rear bumper
Medium Scratch on LH rear quarter panel scrape with a little rust
Marks in boot",referred
2006.0,Mercedes,Benz,GL- Class 500 X164 Automatic 7 Seats Wagon,Wagon,7.0,2006-12,2007-02,WDC1648862A214740,No plates,VIC,"Sold Unregistered, Without Plates",0.0,8.0,5.5,Petrol,Automatic,204796,km,Black,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055759/motor-vehicles-motor-cycles/2006-mercedes-benz-gl-class-500-x164-automatic-7-seats-wagon,"Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.
Medium Dent on Passenger side and rear bumper
Medium Scuff on Various parts on panels
Airbag light ON","Air Conditioning, Auto Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, Park Distance Control Rear, Power Steering, Roof Rail, Sunroof, Third row seats, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1231 (356827)",22.0,,,"Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.
Medium Dent on Passenger side and rear bumper
Medium Scuff on Various parts on panels
Airbag light ON",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-04,2022-05,KMHH351EMNU181754,1VR9RX,VIC,25-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,20432,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055777/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,"Front Seat Stains Passenger
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1025 (357224)",56.0,,,"Front Seat Stains Passenger
Dents or marks on body consistent with age and kilometres.",referred
2019.0,Hyundai,Tucson,Elite FWD TL Automatic Wagon,Wagon,5.0,2019-07,2019-08,KMHJ3814MLU087520,1QC7PP,VIC,20-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,70502,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055778/motor-vehicles-motor-cycles/2019-hyundai-tucson-elite-fwd-tl-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Drivers","Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 614 (356060)",95.0,,,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Drivers",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-04,2022-05,KMHH351EMNU182006,1VR9SR,VIC,30-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,15169,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055779/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 490 (357228)",51.0,,,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.",referred
2022.0,Isuzu,MU-X,4x2 LS-M Turbo Diesel Automatic 7 Seats Wagon,Wagon,7.0,Unable to Locate,Unable to Locate,MPAUCR40GNT000781,1WN3XO,VIC,09-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,3.0,Diesel,Automatic,77395,km,Grey,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055780/motor-vehicles-motor-cycles/2022-isuzu-mu-x-4x2-ls-m-turbo-diesel-automatic-7-seats-wagon,"Carpet worn in places.
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Front Seat Stains Passenger","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 653",186.0,,,"Carpet worn in places.
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Front Seat Stains Passenger",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-06,2022-07,KMHH351EMNU184498,1ZV7NS,VIC,01-08-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,22480,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055781/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 578 (356659)",59.0,,,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-07,2022-08,KMHH351EMNU185931,1WN9DX,VIC,15-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,9908,km,White,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055782/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 753 (356662)",68.0,,,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-04,2022-05,KMHH351EMNU182138,1VR9VH,VIC,08-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,22705,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055783/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Carpet worn in places.","Air Conditioning, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 597",43.0,,,"Dents or marks on body consistent with age and kilometres.
Carpet worn in places.",referred
2021.0,Toyota,Rav,4 FWD GX HYBRID AXAH52R CVT Wagon,Wagon,5.0,2021-05,2021-06,JTMZ23FVX0D091485,1TZ7PW,VIC,30-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Hybrid,CVT,132832,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055784/motor-vehicles-motor-cycles/2021-toyota-rav-4-fwd-gx-hybrid-axah52r-cvt-wagon,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 68d (355772)",154.0,,,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-01,2022-03,KMHH351EMNU177577,1VS1CM,VIC,04-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,25292,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055786/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 315",57.0,,,Dents or marks on body consistent with age and kilometres.,referred
2021.0,Kia,Carnival,S KA4 Automatic - 8 Speed 8 Seats People Mover,People Mover,8.0,2021-03,2021-04,KNANB813MM6077712,1TR4FW,VIC,17-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.5,Petrol,Automatic - 8 Speed,49936,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055787/motor-vehicles-motor-cycles/2021-kia-carnival-s-ka4-automatic-8-speed-8-seats-people-mover,"Large Scratch on Driver rear door
Large Scratch on Drivers rear quarter
Medium Scuff on Drivers rear door
Medium Scratch on Passenger rear door
Dents or marks on body consistent with age and kilometres.
Back Seat Broken.","Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 189 (355675)",204.0,,,"Large Scratch on Driver rear door
Large Scratch on Drivers rear quarter
Medium Scuff on Drivers rear door
Medium Scratch on Passenger rear door
Dents or marks on body consistent with age and kilometres.
Back Seat Broken.",referred
2022.0,Toyota,Rav,4 GX Hybrid FWD AXAH52R CVT Wagon,Wagon,5.0,2022-03,2022-05,JTMZ23FV40D110936,1VU5BJ,VIC,24-05-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Hybrid,CVT,102075,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055788/motor-vehicles-motor-cycles/2022-toyota-rav-4-gx-hybrid-fwd-axah52r-cvt-wagon,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1058 (356549)",132.0,,,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",referred
2019.0,Hyundai,i30,Active PD Turbo Diesel Automatic Hatchback,Hatchback,5.0,2019-03,2019-04,KMHH351DVKU105264,1PO2AP,VIC,21-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.6,Diesel,Automatic,76328,km,White,Black,Yes,Yes,Yes,No***SERVICE PRINTOUT AVAILABLE - PLEASE REFER TO IMAGES***,Yes,VIC,https://www.grays.com/lot/0001-21055789/motor-vehicles-motor-cycles/2019-hyundai-i30-active-pd-turbo-diesel-automatic-hatchback,"Seat Torn Drivers
Medium Dent on Dents in drivers door jamb
Door card Worn.
Paint fading Roof spoiler
Front Seat Stains Passenger
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Medium Dent on Drivers door
Medium Scratch on Rhf guard","Air Conditioning, Bluetooth Capability, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 372 (356440)",148.0,,,"Seat Torn Drivers
Medium Dent on Dents in drivers door jamb
Door card Worn.
Paint fading Roof spoiler
Front Seat Stains Passenger
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Medium Dent on Drivers door
Medium Scratch on Rhf guard",referred
2021.0,Toyota,Rav,4 FWD GX HYBRID AXAH52R CVT Wagon,Wagon,5.0,2021-05,2021-06,JTMZ23FV70D091766,1TZ7OE,VIC,23-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Hybrid,CVT,116314,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055790/motor-vehicles-motor-cycles/2021-toyota-rav-4-fwd-gx-hybrid-axah52r-cvt-wagon,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1137c (355620)",56.0,,,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.",referred
2022.0,Toyota,Kluger,4X4 GX HYBRID AXUH78R CVT Wagon,Wagon,5.0,2022-04,2022-07,5TDLB3CH10S093375,1WF4FJ,VIC,12-08-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Hybrid,CVT,111809,km,Grey,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055792/motor-vehicles-motor-cycles/2022-toyota-kluger-4x4-gx-hybrid-axuh78r-cvt-wagon,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 291 (356494)",148.0,,,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-06,2022-07,KMHH351EMNU184456,1WH2RL,VIC,04-08-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,32709,km,Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055793/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON","Air Conditioning, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1182 (356377)",21.0,,,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON",referred
2022.0,Hyundai,i30,PD Automatic Hatchback,Hatchback,5.0,2022-01,2022-03,KMHH351EMNU177590,1UY8WM,VIC,19-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,24714,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055794/motor-vehicles-motor-cycles/2022-hyundai-i30-pd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Back Seat Stains.","Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1041",100.0,,,"Dents or marks on body consistent with age and kilometres.
Back Seat Stains.",referred
2011.0,BMW,X5,xDrive 30d E70 LCI Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2011-04,2011-08,WBAZW42000L465819,,,"Sold Unregistered, Without Plates",0.0,6.0,3,Diesel,Automatic - 8 Speed,185201,km,Grey,Beige Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50516709/motor-vehicles-motor-cycles/2011-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon,"Engine Oil Leak
Door card Worn.
Front Seat worn Driver seat
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Large Scuff on Rh front bumper
Engine noise observed.
Transmission Requires attention Strongly recommend inspection by qualified third party","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-298 GV356047",17.0,,,"Engine Oil Leak
Door card Worn.
Front Seat worn Driver seat
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Large Scuff on Rh front bumper
Engine noise observed.
Transmission Requires attention Strongly recommend inspection by qualified third party",referred
2011.0,Volkswagen,Eos,155 TSI 1F Automatic Convertible,Convertible,4.0,2011-11,2012-03,WVWZZZ1FZCV015815,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,149970,km,Brown,Cream Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50516712/motor-vehicles-motor-cycles/2011-volkswagen-eos-155-tsi-1f-automatic-convertible,"Engine noise observed.
Front Seat worn Driver seat
Front Seat Stains Passenger seat
Door card Worn.
Back Seat Stains.
Engine Smoke visible
Medium Dent on Lh rear bumper
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper
Hood Lining Sagging
Paint cracked Rh boot","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Satellite Navigation System, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-366 GV356528",9.0,,,"Engine noise observed.
Front Seat worn Driver seat
Front Seat Stains Passenger seat
Door card Worn.
Back Seat Stains.
Engine Smoke visible
Medium Dent on Lh rear bumper
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper
Hood Lining Sagging
Paint cracked Rh boot",referred
2008.0,Mini,Cooper,R56 Automatic Hatchback,Hatchback,4.0,2008-10,2009-02,WMWMF32070TW23464,,,"Sold Unregistered, Without Plates",0.0,4.0,1.6,Petrol,Automatic,132731,km,Multi,Black,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50516713/motor-vehicles-motor-cycles/2008-mini-cooper-r56-automatic-hatchback,"Engine idling rough
Front Seat Stains Both
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-367 GV356525",23.0,,,"Engine idling rough
Front Seat Stains Both
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.",referred
2009.0,Ford,Territory,TX (4x4) SY Automatic Wagon (WOVR - Inspected),Wagon,5.0,2009-01,2009-01,6FPAAAJGAT9J33665,,,"Sold Unregistered, Without Plates",0.0,6.0,4,Petrol,Automatic,196861,km,Silver,Grey,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50712931/motor-vehicles-motor-cycles/2009-ford-territory-tx-4x4-sy-automatic-wagon-wovr-inspected,"Front Seat worn Both
Front Seat Stains Both
Back Seat worn.
Hail damage visible.
Large Scuff on Front bumper
Engine Oil Leak","Air Conditioning, Bull Bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-412 GV356777",17.0,,,"Front Seat worn Both
Front Seat Stains Both
Back Seat worn.
Hail damage visible.
Large Scuff on Front bumper
Engine Oil Leak",referred
2022.0,Toyota,Hilux,SR 4WD Automatic Dual Cab Chassis,Dual Cab Chassis,5.0,12/2021,12/2021,MR0KA3CD001315589,,,"Sold Unregistered, Without Plates",,4.0,2.8,Turbo Diesel,Automatic,"119,612 Kms",km,White,Black,Yes,No,Yes,Yes,Yes,,https://www.grays.com/lot/0001-50712939/motor-vehicles-motor-cycles/2022-toyota-hilux-sr-4wd-automatic-dual-cab-chassis,"Interior Damage: Front left passenger kick rail missing
Exterior Damage: Minor scratches over body. Driver door step broken
Engine & Mechanical:Drivers side electric window not functional","Air Conditioning, Tow Bar, Bluetooth Capability, Bull Bar, Side Steps, Remote Central Locking, Cruise Control, Drivers Airbag, Multi Function Steering Wheel, Electric Windows, ABS Brakes, Power Steering, Snorkel, Location: 13-17 Loran Court, Bohle Townsville QLD",0.0,,,"Interior Damage: Front left passenger kick rail missing
Exterior Damage: Minor scratches over body. Driver door step broken
Engine & Mechanical:Drivers side electric window not functional",referred
2017.0,Volkswagen,Tiguan,110TDI ADVENTURE MK2 Turbo Diesel Automatic Wagon,Wagon,5.0,2017-07,2017-09,WVGZZZ5NZJW816201,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Diesel,Automatic,87187,km,Silver,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50712986/motor-vehicles-motor-cycles/2017-volkswagen-tiguan-110tdi-adventure-mk2-turbo-diesel-automatic-wagon,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Large Scratch on Front bumper","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-546 GV357437",130.0,,,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Large Scratch on Front bumper",referred
