year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold
2009,MAZDA,Cx-9,Grand Touring,Wagon,Automatic,Petrol,257487,7.0,JM0TB10A3A0201445,1BE8PT,15-07-2025,6,3.7,Grey,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055143/motor-vehicles-motor-cycles/2009-mazda-cx-9-grand-touring-automatic-7-seats-wagon,"Medium Scratch on LHR door
Paint fading Roof spoiler
Dents or marks on body consistent with age and kilometres.",42,"$3,300",27 August 2025
2014,MAZDA,Cx-5,Akera KE,Wagon,Automatic,Diesel,191885,5.0,JM0KE102100249851,No plates,Unregistered,4,2.2,Blue,Black Leather,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712890/motor-vehicles-motor-cycles/2014-mazda-cx-5-akera-ke-turbo-diesel-automatic-wagon,"Other Warning light ON
Engine Smoke visible
Suspension requires attention
Paint fading Rear spoiler
Dents or marks on body consistent with age and kilometres.",33,"$2,200",27 August 2025
2009,MAZDA,Cx-7,Luxury (4x4),Wagon,Automatic,Petrol,211763,5.0,JM0ER103190116167,1ESZ247,31/10/2025,4,2.3,Black,Cream Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9062949/motor-vehicles-motor-cycles/2009-mazda-cx-7-luxury-4x4-automatic-wagon,"Medium Scratch on Various Panels
Paint fading Various Panels
Engine noise observed.
Back Seat worn.
Door card Worn.
Large Scuff on Front bumper",29,"$1,900",27 August 2025
2012,MAZDA,3,Neo BL,Sedan,Automatic,Petrol,119099,5.0,JM0BL10F200366299,ZRP253,25-09-2025,4,2.0,Red,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055134/motor-vehicles-motor-cycles/2012-mazda-3-neo-bl-automatic-sedan,"Rear bar Cracked bumper.
Large Dent on Rear bar
Dents or marks on body consistent with age and kilometres.
Large Scuff on LHR quarter panel
Medium Dent on LHR quarter panel
Large Scratch on RHR quarter panel
No coolant.Evidence of oil leak around rocker cover.",73,"$6,300",27 August 2025
2007,MAZDA,3,SP23 BK,Hatchback,Automatic,Petrol,97613,5.0,JM0BK103200379397,WID115,14-04-2026,4,2.3,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055088/motor-vehicles-motor-cycles/2007-mazda-3-sp23-bk-automatic-hatchback,"Traction control light ON
Large Scuff on Front bumper
Paint cracked Rear bumper
Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.",54,"$5,099",27 August 2025
2007,HONDA,Accord,Euro Luxury 7th Gen,Sedan,Automatic,Petrol,249606,5.0,JHMCL96908C211286,2BQ9IV,06-09-2025,4,2.4,Dark Blue,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055108/motor-vehicles-motor-cycles/2007-honda-accord-euro-luxury-7th-gen-automatic-sedan,Engine light ON,64,"$4,100",27 August 2025
2013,SUBARU,Outback,2.0D Premium B5A,Wagon,CVT,Diesel,164624,5.0,JF2BRDKY5DG050915,Unlicensed,Unregistered,4,2.0,Silver,Black Leather,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9062983/motor-vehicles-motor-cycles/2013-subaru-outback-2-0d-premium-b5a-turbo-diesel-cvt-wagon,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Rear bumper impact Cracked bumper.
Medium Dent on Front left fender
Medium Scuff on Front left bumper
Windscreen Chipped or Cracked.",61,"$4,450",27 August 2025
2012,SUBARU,Liberty,2.5i B5,Sedan,Automatic,Petrol,211945,5.0,JF1BM9K92CG016871,1MS2DW,25-09-2025,4,2.5,Red,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055068/motor-vehicles-motor-cycles/2012-subaru-liberty-2-5i-b5-automatic-sedan,"Engine Smoke visible
Dents or marks on body consistent with age and kilometres.
Paint fading Various parts on panels
Medium Scratch on Various parts on panels
Airbag light ON
Controls Missing Interior light missing.
E-break light ON.",20,"$1,701",27 August 2025
2005,HOLDEN,Crewman,VZ Dual,Dual Cab,Automatic,Petrol,444208,5.0,6G1ZK32B15L527273,No plates,Unregistered,6,3.6,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9063027/motor-vehicles-motor-cycles/2005-holden-crewman-vz-automatic-dual-cab,"Corrosion visible Various Panels
Medium Scratch on Various Panels
Paint peeling Various Panels
Back Seat Stains.
Front Seat worn Both
Door card Worn.
Gear Knob Broken
Medium Dent on Various Panels
front and Back Cracked bumper.",8,$509,27 August 2025
2012,HOLDEN,Commodore,Omega VE,Sedan,Automatic,Petrol,173474,5.0,6G1EK5E55CL644965,1HXE409,22-11-2025,6,3.0,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063012/motor-vehicles-motor-cycles/2012-holden-commodore-omega-ve-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Engine light ON
Front Seat worn All
Medium Scratch on Rear bumper
Windscreen Chipped or Cracked.
Paint peeling Various panels
Medium Scuff on Front bumper",20,"$1,609",27 August 2025
1997,FORD,Fairmont,EL,Sedan,Automatic,Petrol,245723,5.0,6FPAAAJGSWVE94262,IR7476,Unregistered,6,4.0,Navy Blue,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9062959/motor-vehicles-motor-cycles/1997-ford-fairmont-el-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Various Panels
Flat Battery. Jump start or towing required
Door card Worn.
Paint cracked Front bumper
Paint peeling Various Panels
Door Mirror Broken Passenger side
Windscreen Chipped or Cracked.",10,"$1,109",27 August 2025
2013,FORD,Falcon,XR6 FG II,Sedan,Automatic,Petrol,193976,5.0,6FPAAAJGSWDA41476,1EQP927,25-08-2025,6,4.0,Orange,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062982/motor-vehicles-motor-cycles/2013-ford-falcon-xr6-fg-ii-automatic-sedan,"Door card Damaged.
Dents or marks on body consistent with age and kilometres.
Fuel flap broken, missing
Rear bumper scratches, chips and not sitting correctly. Cracked bumper.
Hood Lining Sagging
Paint fading various panels
Front Seat worn driver",51,"$3,700",27 August 2025
2010,FORD,Falcon,XR6 FG,Sedan,Automatic,Petrol,240794,5.0,6FPAAAJGSWAL88753,1DOX006,03-10-2025,6,4.0,Grey,Black,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062958/motor-vehicles-motor-cycles/2010-ford-falcon-xr6-fg-automatic-sedan,"Transmission Requires attention Strongly recommend inspection by qualified third party
Door card Worn.
Engine Smoke visible
Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Windscreen Chipped or Cracked.",28,"$2,300",27 August 2025
2009,FORD,Falcon,FG,Ute,Automatic,Lpg,179203,2.0,6FPAAAJGCM9J33309,1US4GN,12-11-2025,6,4.0,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055064/motor-vehicles-motor-cycles/2009-ford-falcon-fg-automatic-ute,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Corrosion visible Various parts on panels
Medium Scuff on Various parts on panels",49,"$3,800",27 August 2025
2012,SUBARU,Xv,2.0i-S G4X,Hatchback,CVT,Petrol,187260,5.0,JF1GP7KC5CG004146,No plates,Unregistered,4,2.0,Orange,Black Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50516540/motor-vehicles-motor-cycles/2012-subaru-xv-2-0i-s-g4x-cvt-hatchback,"Door card Worn.
Engine light ON
ABS light ON
Traction control light ON
Other Warning light ON
Paint fading Multiple panels
Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required",11,"$2,600",28 August 2025
2004,HONDA,Odyssey,Luxury,People Mover,Automatic,Petrol,339390,7.0,JHMRB18504C203106,TBR835,23-09-2025,4,2.4,Black,Cream Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055167/motor-vehicles-motor-cycles/2004-honda-odyssey-luxury-automatic-7-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Small to medium in few spots
Medium Scratch on Small to medium all over the body
Paint fading Door frame
Engine Oil Leak
Engine light ON",11,$709,28 August 2025
2012,SUBARU,Forester,X S3,Wagon,Automatic,Petrol,179024,5.0,JF2SHMKS5CG092190,ZKO686,21-12-2025,4,2.5,Silver,Black Leather,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055085/motor-vehicles-motor-cycles/2012-subaru-forester-x-s3-automatic-wagon,"Medium Scratch on Passenger side
Medium Scratch on Spoiler and Some Places
Dents or marks on body consistent with age and kilometres.",25,"$5,100",28 August 2025
2008,TOYOTA,Camry,Altise ACV40R,Sedan,Automatic,Petrol,388361,5.0,6T153BK400X065459,WTW435,19-08-2025,4,2.4,Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055147/motor-vehicles-motor-cycles/2008-toyota-camry-altise-acv40r-automatic-sedan,"Engine idling rough
Seat Torn Driver
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Large Scuff on Driver side
Large Dent on Driver side
Large Scratch on Driver side
Paint fading Various parts on panels
Paint cracked Various parts on panels
Rear bumper Cracked bumper.",16,"$1,309",28 August 2025
2006,HOLDEN,Commodore,SV6 VZ,Sedan,Automatic,Petrol,282550,5.0,6G1ZK54776L558534,1CES240,08-09-2025,6,3.6,Blue,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063040/motor-vehicles-motor-cycles/2006-holden-commodore-sv6-vz-automatic-sedan,"Seat Torn Driver seat
Hood Lining Sagging
Back Seat Stains.
Medium Scratch on Various Panels
Windscreen Chipped or Cracked.
Body/panel damage Side swipe scrapes, drivers side
Dents or marks on body consistent with age and kilometres.",37,"$2,409",28 August 2025
2013,HOLDEN,Commodore,Evoke VF,Sedan,Automatic,Lpg,166859,5.0,6G1FA5E44EL908209,1EFQ078,30-10-2025,6,3.6,White,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9063050/motor-vehicles-motor-cycles/2013-holden-commodore-evoke-vf-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Boot lid
Door card Damaged.
Front Seat worn Drivers
Windscreen Chipped or Cracked.
Paint peeling Various panels
Back Seat Marks.",50,"$4,600",28 August 2025
2010,HOLDEN,Commodore,Omega VE,Ute,Automatic,Petrol,169185,2.0,6G1EK4E77AL468199,No plates,Unregistered,6,3.6,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712907/motor-vehicles-motor-cycles/2010-holden-commodore-omega-ve-automatic-ute,"Engine lacks power
Engine idling rough
Engine light ON
Door card Damaged.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bumper",29,"$2,500",28 August 2025
2015,NISSAN,Pathfinder,ST R52,Wagon,CVT,Petrol,166622,7.0,5N1AR2MNXFC721862,1IPM417,29-09-2025,6,3.5,Silver,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063045/motor-vehicles-motor-cycles/2015-nissan-pathfinder-st-r52-cvt-7-seats-wagon,"Seat Torn Drivers seat
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",19,"$1,609",28 August 2025
2006,SUBARU,Tribeca,3.0R PREMIUM () B9,Wagon,Automatic,Petrol,228115,5.0,4S4WXEKU57S006756,1CLZ926,07-10-2025,6,3.0,Blue,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9063054/motor-vehicles-motor-cycles/2006-subaru-tribeca-3-0r-premium-5-seat-b9-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper
Engine light ON
Traction control light ON
Paint peeling Front bumper
Windscreen Chipped or Cracked.",11,"$1,009",28 August 2025
2012,JEEP,Grand,Cherokee SRT-8 VAPOR LE WK,Wagon,Automatic,Petrol,203372,5.0,1C4RJFHJ4DC589580,2BY4PX,20-08-2025,8,6.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055176/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-srt-8-vapor-le-wk-auto-wagon,"Front Seat worn Drivers seat
Medium Scratch on RHF door",193,"$19,200",28 August 2025
2014,JEEP,Patriot,Sport MK,Wagon,Manual,Petrol,173215,5.0,1C4NJPDAXED895219,1DG8QF,05-11-2025,4,2.0,Black,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055166/motor-vehicles-motor-cycles/2014-jeep-patriot-sport-mk-manual-wagon,"Medium Scratch on Multiple panels
Dents or marks on body consistent with age and kilometres.
Large Dent on Front bar
Large Scratch on Roof,
Damaged RHF indicator
Corrosion visible Roof",23,"$1,509",28 August 2025
2011,JEEP,Compass,Sport,Wagon,CVT,Petrol,213788,5.0,1C4NJDFB3CD522606,ZIL373,15-10-2025,4,2.4,Black,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055173/motor-vehicles-motor-cycles/2011-jeep-compass-sport-cvt-wagon,"ABS light ON
Traction control light ON
Front Seat worn Both
Back Seat Stains.
Marks in boot
Dents or marks on body consistent with age and kilometres.
Medium Dent on Tailgate
Medium Scuff on Front bar",21,"$1,210",28 August 2025
2011,VOLVO,Xc90,D5 R-Design,Wagon,Automatic,Diesel,261778,7.0,YV1CT3056B1594816,1QA1HM,04-09-2025,5,2.4,Black,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055165/motor-vehicles-motor-cycles/2011-volvo-xc90-d5-r-design-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Large Dent on Tailgate
Rear bar Cracked bumper.
Medium Scratch on LHS panels
Paint peeling Front bar
Front Seat worn Drivers seat
Other Warning light ON",23,"$1,900",28 August 2025
2008,VOLKSWAGEN,Touareg,V6 TDI 7L,Wagon,Automatic,Diesel,290190,5.0,WVGZZZ7LZ9D024602,1DA9XN,05-02-2026,6,3.0,Grey,Black,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055175/motor-vehicles-motor-cycles/2008-volkswagen-touareg-v6-tdi-7l-turbo-diesel-automatic-wagon,"Hood Lining Sagging
Seat Torn Drivers seat
Dents or marks on body consistent with age and kilometres.
Rear bar Cracked bumper.
Paint cracked Rear bar",28,"$2,300",28 August 2025
2020,VOLKSWAGEN,Caddy,TDI250 MAXI,Van,Automatic,Diesel,131292,2.0,WV1ZZZ2KZLX099658,YJS21T,Unregistered,4,2.0,White,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10350322/motor-vehicles-motor-cycles/2020-volkswagen-caddy-tdi250-maxi-turbo-diesel-automatic-van,Please refer to the photos or arrange inspection to view the condition of this vehicle.,91,"$8,300",28 August 2025
2013,FORD,Mondeo,LX TDCi MC,Wagon,Automatic,Diesel,275731,5.0,WF0GXXGBBGDD85821,1EKX652,03-11-2025,4,2.0,White,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063043/motor-vehicles-motor-cycles/2013-ford-mondeo-lx-tdci-mc-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Right hand side, both doors
Medium Dent on Rear left sill panel
Large Scratch on Front bumper
Front Seat Stains Both front seats
Back Seat Marks.",17,"$1,300",28 August 2025
2002,FORD,Focus,CL LR,Hatchback,Automatic,Petrol,193614,5.0,WF0AXXGCDA2R55951,1IRY888,Unregistered,4,2.0,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063051/motor-vehicles-motor-cycles/2002-ford-focus-cl-lr-automatic-hatchback,"Engine idling rough
Engine Smoke visible
Engine Oil Leak
Medium Dent on FR guard
Windscreen Chipped or Cracked.
Door Mirror Broken driver side
Large Dent on Driver quarter panel
Paint cracked rear bumper
Door Mirror Broken passenger side (internal)
Paint peeling roof
Front Seat worn Drivers",13,$809,28 August 2025
2013,MERCEDES,Benz,GL-CLASS GL350 BlueTEC X166,Wagon,Automatic,Diesel,175055,7.0,WDC1668242A188830,AARNA1,09-10-2025,6,3.0,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055169/motor-vehicles-motor-cycles/2013-mercedes-benz-gl-class-gl350-bluetec-x166-turbo-diesel-auto,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Front Seat Scratches Driver seat",180,"$16,455",28 August 2025
2012,MERCEDES,Benz,ML63 AMG W166,Wagon,Automatic,Petrol,230651,5.0,WDC1660742A056811,No plates,Unregistered,8,5.5,Black,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055180/motor-vehicles-motor-cycles/2012-mercedes-benz-ml63-amg-w166-automatic-wagon,"Large Dent on LH side panels
Large Scratch on LH side panels
Front Seat worn Drivers seat",93,"$15,000",28 August 2025
2016,MERCEDES,Benz,GLE-CLASS AMG GLE 43 4MATIC W166 9,Wagon,Automatic,Petrol,200607,5.0,WDC1660642A828364,AOB921,23-11-2025,6,3.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055168/motor-vehicles-motor-cycles/2016-mercedes-benz-gle-class-amg-gle-43-4matic-w166-9-auto-wagon,Dents or marks on body consistent with age and kilometres.,126,"$24,900",28 August 2025
2010,MERCEDES,Benz,ML300 CDI W164,Wagon,Automatic,Diesel,163894,5.0,WDC1641202A680318,1HAA633,21-09-2025,6,3.0,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063052/motor-vehicles-motor-cycles/2010-mercedes-benz-ml300-cdi-w164-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Suspension requires attention
Medium Scratch on Front bumper
Back Seat Marks.
Windscreen Chipped or Cracked.",80,"$7,500",28 August 2025
2011,BMW,X5,xDrive 40d SPORT E70 LCI,Wagon,Automatic,Diesel,172505,5.0,WBAZW62070L480765,ZOE157,01-02-2026,6,3.0,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055079/motor-vehicles-motor-cycles/2011-bmw-x5-xdrive-40d-sport-e70-lci-turbo-diesel-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Some Places
Paint fading Some Places
Door card Damaged.
Front Seat worn Drivers
Paint peeling Door handle",127,"$10,610",28 August 2025
2013,NISSAN,Navara,4x4 ST-X550 D40 Dual,Dual Cab,Automatic,Diesel,218478,5.0,VSKCAND40A0511901,CT44ET,Unregistered,6,3.0,Silver,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350331/motor-vehicles-motor-cycles/2013-nissan-navara-4x4-st-x550-d40-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,118,"$9,300",28 August 2025
2014,HYUNDAI,Ix35,Trophy FWD LM,Wagon,Automatic,Petrol,130820,5.0,TMAJU81FMEJ543819,1AX6GW,08-04-2026,4,2.0,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055183/motor-vehicles-motor-cycles/2014-hyundai-ix35-trophy-fwd-lm-automatic-wagon,"Dents or marks on body consistent with age and kilometres
Seat Torn Driver seat",15,"$7,100",28 August 2025
2010,NISSAN,Navara,RX 4X2 DOUBLE D40 Dual,Dual Cab,Manual,Diesel,263471,5.0,MNTVCGD40A0001011,Unable to locate,Unregistered,4,2.5,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350330/motor-vehicles-motor-cycles/2010-nissan-navara-rx-4x2-double-cab-d40-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,40,"$3,309",28 August 2025
2013,NISSAN,Pulsar,ST B17,Sedan,Automatic,Petrol,225738,5.0,MNTBAAB17A0010776,1CZ1VF,29-09-2025,4,1.8,Blue,Black,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055149/motor-vehicles-motor-cycles/2013-nissan-pulsar-st-b17-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Paint peeling Various parts on panels
Dents or marks on body consistent with age and kilometres.",39,"$3,809",28 August 2025
2011,HYUNDAI,I20,Active PB,Hatchback,Automatic,Petrol,115083,5.0,MALBB51CMCM369918,1DVL383,15-11-2025,4,1.4,White,Charcoal,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9063031/motor-vehicles-motor-cycles/2011-hyundai-i20-active-pb-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
front Cracked bumper.
Medium Scuff on rear bumper
Paint cracked front bumper, bonnet and boot
Paint peeling various panels",41,"$3,800",28 August 2025
2006,FORD,Escape,XLT SPORT V6 ZC,Wagon,Automatic,Petrol,224094,5.0,LFAYTZMVX62000428,1CMC545,01-10-2025,6,3.0,Silver,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063042/motor-vehicles-motor-cycles/2006-ford-escape-xlt-sport-v6-zc-automatic-wagon,"Engine Smoke visible
Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Damaged foglight
Windscreen Chipped or Cracked.",14,$900,28 August 2025
2010,HYUNDAI,Santa,Fe SLX CM,Wagon,Automatic,Diesel,347895,5.0,KMHSH81XNBU706261,1HRI572,17-10-2025,4,2.2,White,Grey,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9063038/motor-vehicles-motor-cycles/2010-hyundai-santa-fe-slx-cm-turbo-diesel-automatic-wagon,"Large Dent on Front end Damage
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Engine noise observed.
Front Seat Stains Both
Traction control light ON
ABS light ON
Other Warning light ON
Paint peeling Various locations",7,$609,28 August 2025
2014,HYUNDAI,I30,TROPHY GD,Hatchback,Automatic,Petrol,104778,5.0,KMHD351EMEU191393,1BY5PU,08-07-2026,4,1.8,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055182/motor-vehicles-motor-cycles/2014-hyundai-i30-trophy-gd-automatic-hatchback,"Engine noise observed.
Large Scratch on Rear bar, front bar
Large Scuff on Front bar
Engine idling rough",29,"$7,300",28 August 2025
2011,HYUNDAI,Iload,TQ,Van,Automatic,Diesel,432817,3.0,KMFWBX7JMCU392325,2CY5RR,06-12-2025,4,2.5,White,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055172/motor-vehicles-motor-cycles/2011-hyundai-iload-tq-turbo-diesel-automatic-van,"Large Dent on Tailgate
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Large Scuff on Front bar",48,"$3,600",28 August 2025
2013,HOLDEN,Captiva,5 (FWD) CG II,Wagon,Manual,Petrol,149245,5.0,KL3DF26UJCB116417,ZRG919,30-04-2026,4,2.4,Maroon,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055181/motor-vehicles-motor-cycles/2013-holden-captiva-5-fwd-cg-ii-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Large Dent on Left front panel
Medium Scratch on Small to medium in few spots
Engine noise observed.
Engine light ON",7,$609,28 August 2025
2014,HOLDEN,Trax,LS TJ,Wagon,Automatic,Petrol,143495,5.0,KL3BA7659FB055369,1DS3UW,21-01-2026,4,1.8,Orange,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055191/motor-vehicles-motor-cycles/2014-holden-trax-ls-tj-automatic-wagon,Dents or marks on body consistent with age and kilometres.,51,"$5,000",28 August 2025
2000,NISSAN,Pathfinder,Ti (4x4) R50,Wagon,Automatic,Petrol,185275,5.0,JN1VAWR50A0015917,unlicensed,Unregistered,6,3.3,Silver,Beige Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9063041/motor-vehicles-motor-cycles/2000-nissan-pathfinder-ti-4x4-r50-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear drivers side
Medium Scuff on Various around vehicle
Front Seat worn Drivers, sticking coming undone.
Back Seat worn.",25,"$2,600",28 August 2025
2012,NISSAN,X-trail,ST (FWD) T31,Wagon,Manual,Petrol,354548,7.0,JN1TBAT31A0101352,1EAF388,03-10-2025,4,2.0,Gold,Black,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9063032/motor-vehicles-motor-cycles/2012-nissan-x-trail-st-fwd-t31-manual-7-seats-wagon,"Damaged Front left light
Dents or marks on body consistent with age and kilometres.
Front Seat worn All
Carpet worn in places.
Door card Worn.",15,"$1,110",28 August 2025
2005,HOLDEN,Barina,XC,Hatchback,Automatic,Petrol,192810,5.0,W0L0XCF0854229503,TTI378,25-08-2025,4,1.4,Black,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055319/motor-vehicles-motor-cycles/2005-holden-barina-xc-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,14,"$1,309",31 August 2025
2006,HOLDEN,Astra,CD AH,Hatchback,Automatic,Petrol,172800,5.0,W0L0AHL4865135515,UCV705,10-11-2025,4,1.8,Silver,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055327/motor-vehicles-motor-cycles/2006-holden-astra-cd-ah-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,19,"$1,609",31 August 2025
2002,PEUGEOT,307,1.6,Hatchback,Automatic,Petrol,201412,5.0,VF33CNFUE82564486,No plates,Unregistered,4,1.6,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055302/motor-vehicles-motor-cycles/2002-peugeot-307-1-6-automatic-hatchback,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Large Dent on Passenger side
Large Scuff/ Scratch on Various panels
Paint cracked Both front and rear bumpers
Paint cracked Various parts on panels
Medium Dent on Various parts on panels
Paint fading Roof",2,$109,31 August 2025
2006,RENAULT,Megane,Expression,Sedan,Automatic,Petrol,274140,5.0,VF1LM1N0E60640101,1EB6SN,19-08-2025,4,2.0,Silver,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21054995/motor-vehicles-motor-cycles/2006-renault-megane-expression-automatic-sedan,"Front Seat Stains Front seat
Medium Dent on Back side
Dents or marks on body consistent with age and kilometres.
Other Warning light ON",1,$9,31 August 2025
2015,SKODA,Octavia,SCOUT 4x4 PREMIUM 135TDI NE,Wagon,Automatic,Diesel,163216,5.0,TMBMK9NE9G0110821,No plates,Unregistered,4,2.0,Blue,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055206/motor-vehicles-motor-cycles/2015-skoda-octavia-scout-4x4-premium-135tdi-ne-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,64,"$7,850",31 August 2025
