year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric
1998,TOYOTA,Celica,SX ST204,Hatchback,Automatic,Petrol,221122,4.0,JT764STL400051066,AFV91B,Unregistered,4,2.2,Black,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10910443/motor-vehicles-motor-cycles/1998-toyota-celica-sx-st204-automatic-hatchback,"Paint peeling All over,
Hail damage visible.",26,1509,2025-03-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Rav,4 CV (2WD) ACA38R,Wagon,Manual,Petrol,288017,5.0,JTMZD33V40D038098,ZLK122,21-03-2025,4,2.4,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045220/motor-vehicles-motor-cycles/2012-toyota-rav-4-cv-2wd-aca38r-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Panel
Medium Dent on Panel
Hail damage visible.
Windscreen Chipped or Cracked.",29,1909,2025-03-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Corolla,Ascent Sport ZRE182R,Hatchback,Manual,Petrol,121773,5.0,JTNKU3JE10J051232,CPW40Z,Unregistered,4,1.8,Burgundy,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10910467/motor-vehicles-motor-cycles/2013-toyota-corolla-ascent-sport-zre182r-manual-hatchback,"Hail damage visible.
Medium Scuff on Rear bumper, front bumper right corner",1,7009,2025-03-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Hilux,Workmate TGN16R,Cab Chassis,Manual,Petrol,292672,3.0,MR0CX12G500048572,ERD36B,Unregistered,4,2.7,White,Grey,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10910458/motor-vehicles-motor-cycles/2009-toyota-hilux-workmate-tgn16r-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Hail damage visible.",26,3600,2025-03-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Hilux,Workmate (4x4) GUN125R,Cab Chassis,Manual,Diesel,222053,2.0,MR0FB3CB300220446,No plates,Unregistered,4,2.4,White,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10910476/motor-vehicles-motor-cycles/2016-toyota-hilux-workmate-4x4-gun125r-turbo-diesel-manual-cab-chassis,"Corrosion visible Sills, underbody &amp; suspension, tray
Large Dent on Passenger door
Dents or marks on body consistent with age and kilometres.
Brakes require attention, Recommend towing on collection
Clutch Requires attention
Engine noise observed.",27,6100,2025-03-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Hiace,LWB TRH201R,Van,Automatic,Petrol,395163,3.0,JTFHX02P900022739,AQ66AC,11-07-2025,4,2.7,White,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10347630/motor-vehicles-motor-cycles/2007-toyota-hiace-lwb-trh201r-automatic-van,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Large dents on numerous panels including roof
Corrosion visible Roof
Damaged Driver side tail light, centre brake light
Seat Torn Drivers seat
Engine light ON",44,6600,2025-03-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Camry,ALTISE HYBRID AVV50R,Sedan,CVT,Petrol,185099,5.0,6T1BD3FK00X154271,No plates,Unregistered,4,2.5,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045173/motor-vehicles-motor-cycles/2017-toyota-camry-altise-hybrid-avv50r-cvt-sedan,Dents or marks on body consistent with age and kilometres.,148,14000,2025-03-16,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Prius,Hybrid NHW20R,Hatchback,CVT,Hybrid,201411,5.0,JTDKB22U500063187,1NY5AW,21-03-2025,4,1.5,Blue,Beige,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045337/motor-vehicles-motor-cycles/2004-toyota-prius-hybrid-nhw20r-cvt-hatchback,"Paint fading Spoiler
Large Dent on LHR door, RHR quarter panel, bonnet
Large Scuff on LHR door, RHR door.
Carpet worn in places.
Other Warning light ON
Dents or marks on body consistent with age and kilometres.",34,2709,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Yaris,YR NCP130R,Hatchback,Automatic,Petrol,201358,5.0,JTDKW3D360D554620,1YB7WW,15-03-2025,4,1.3,Black,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045280/motor-vehicles-motor-cycles/2014-toyota-yaris-yr-ncp130r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Dent on boot
rear Cracked bumper.",62,6601,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Landcruiser,Prado VX (4x4) VZJ95R,Wagon,Automatic,Petrol,351994,8.0,JTEBN95J900091913,No plates,Unregistered,6,3.4,Champagne,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60047429/motor-vehicles-motor-cycles/2012-toyota-landcruiser-prado-vx-4x4-vzj95r-automatic-8-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,76,4550,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Landcruiser,Prado Grande (4x4) KDJ120R T D,Wagon,Automatic,Diesel,295832,7.0,JTEBZ25J800201037,YAQ336,05-11-2025,4,3.0,White,Cream,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045300/motor-vehicles-motor-cycles/2009-toyota-landcruiser-prado-grande-4x4-kdj120r-t-d-auto-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Engine idling rough
Engine Smoke visible
Transmission Requires attention Strongly recommend inspection by qualified third party
Engine light ON
Traction control light ON
Other Warning light ON",137,8200,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Kluger,KX-R (4x4) GSU45R,Wagon,Automatic,Petrol,198948,7.0,JTEES41A302069859,1BK1ZN,13-06-2025,6,3.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045290/motor-vehicles-motor-cycles/2008-toyota-kluger-kx-r-4x4-gsu45r-automatic-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,106,7200,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Landcruiser,GXL (4x4) HDJ100R,Wagon,Automatic,Diesel,229348,7.0,JTEHC09J907009689,DM42SM,Unregistered,6,4.2,Blue,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347657/motor-vehicles-motor-cycles/2003-toyota-landcruiser-gxl-4x4-hdj100r-turbo-diesel,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.",316,24600,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Rav,4 FWD GX MXAA52R,Wagon,CVT,Petrol,109429,5.0,JTMZ43FV20D500654,No plates,Unregistered,4,2.0,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711405/motor-vehicles-motor-cycles/2019-toyota-rav-4-fwd-gx-mxaa52r-cvt-wagon,Dents or marks on body consistent with age and kilometres.,269,23200,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Rav,4 FWD GX MXAA52R,Wagon,CVT,Petrol,83202,5.0,JTMZ43FV60D067548,DM51PZ,Unregistered,4,2.0,Grey,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347669/motor-vehicles-motor-cycles/2020-toyota-rav-4-fwd-gx-mxaa52r-cvt-wagon,Dents or marks on body consistent with age and kilometres.,57,24100,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Corolla,Ascent ZRE182R,Hatchback,CVT,Petrol,193733,5.0,JTNKU3JE20J083803,1GM5XW,15-07-2025,4,1.8,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045293/motor-vehicles-motor-cycles/2014-toyota-corolla-ascent-zre182r-cvt-hatchback,"Paint cracked Rear bar
Dents or marks on body consistent with age and kilometres.
Controls Broken Heater and Air Conditioning / Blower Fan",119,8600,2025-03-17,0,toyota_corolla_hatch_petrol_auto_ascent_fwd_2013_2015,[OK],,,
2008,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Dual Cab,Manual,Diesel,259938,5.0,MR0FZ22G901160573,WJG241,11-04-2025,4,3.0,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045306/motor-vehicles-motor-cycles/2008-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-dual-cab,Dents or marks on body consistent with age and kilometres.,162,13950,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Kluger,4X2 GXL GSU50R,Wagon,Automatic,Petrol,162258,7.0,5TDZZ3FH80S354289,CY93RC,Unregistered,6,3.5,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347670/motor-vehicles-motor-cycles/2019-toyota-kluger-4x2-gxl-gsu50r-automatic-8-speed-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,160,22100,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Camry,Sportivo ACV36R,Sedan,Automatic,Petrol,287491,5.0,6T153BK360X035357,SRP424,05-03-2025,4,2.4,Gold,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045272/motor-vehicles-motor-cycles/2003-toyota-camry-sportivo-acv36r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Around exterior
Paint cracked Rear and front bumper
Large Dent on LHR quarter panel",20,1800,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1998,TOYOTA,Corolla,Conquest Seca AE102,Hatchback,Automatic,Petrol,284681,5.0,6T154AEA20D810371,PIM000,03-05-2025,4,1.8,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045297/motor-vehicles-motor-cycles/1998-toyota-corolla-conquest-seca-ae102-automatic-hatchback,"Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.",14,1309,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Camry,ALTISE HYBRID AVV50R,Sedan,CVT,Petrol,174057,5.0,6T1BD3FKX0X158750,No Plates,Unregistered,4,2.5,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045262/motor-vehicles-motor-cycles/2017-toyota-camry-altise-hybrid-avv50r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Panel",179,15200,2025-03-17,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Corolla,Ascent Seca AE112R,Hatchback,Manual,Petrol,169666,5.0,JT764AEB200057558,QLC819,Unregistered,4,1.8,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045412/motor-vehicles-motor-cycles/2001-toyota-corolla-ascent-seca-ae112r-manual-hatchback,Dents or marks on body consistent with age and kilometres.,8,1505,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Kluger,KX-R (FWD) GSU40R,Wagon,Automatic,Petrol,193361,5.0,JTEDS41A102026035,DM57FW,Unregistered,6,3.5,Red,Black,Yes,Yes,No,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347639/motor-vehicles-motor-cycles/2007-toyota-kluger-kx-r-fwd-gsu40r-automatic-wagon,"Corrosion visible tailgate hinge area.
Large Dent on left rear quarter.
Paint peeling top surfaces
Other Warning light ON
Dents or marks on body consistent with age and kilometres.",44,3200,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Rav,4 CV (4x4) ACA23R,Wagon,Manual,Petrol,199510,5.0,JTEHD20V500011862,WYM472,25-05-2025,4,2.4,Blue,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045359/motor-vehicles-motor-cycles/2003-toyota-rav-4-cv-4x4-aca23r-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Panel
Airbag light ON",33,2110,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2020,TOYOTA,Landcruiser,SAHARA VDJ200R,Wagon,Automatic,Diesel,65780,7.0,JTMHV05J304311288,EQX41S,Unregistered,8,4.5,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347554/motor-vehicles-motor-cycles/2020-toyota-landcruiser-sahara-vdj200r-turbo-diesel-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",585,104100,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Hilux,SR (4x4) KUN26R,Crew Cab Chassis,Manual,Diesel,226370,5.0,MR0FZ22G001043951,No plates,Unregistered,4,3.0,White,Grey,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711401/motor-vehicles-motor-cycles/2010-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.
Front Seat Stains Both seats",134,13300,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Hilux,4WD Dual,Dual Cab,Automatic,Diesel,252915,5.0,MR0FZ29G702569252,No plates,Unregistered,4,3.0,White,Black Leather,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9057870/motor-vehicles-motor-cycles/2014-toyota-hilux-turbo-diesel-automatic-4wd-dual-cab,"Dents or marks on body consistent with age and kilometres.
Interior: Wear amrk on leather front drivers seat
Exterior: Paint chip on back passanger panel near fuel tank",176,17800,2025-03-18,0,UNCLASSIFIED,[AMBIG_BADGE],,,
2020,TOYOTA,Hilux,SR (4x4) GUN126R,Crew Cab Chassis,Automatic,Diesel,98456,5.0,MR0KA3CD801247154,1HCX037,26-04-2025,4,2.8,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9057749/motor-vehicles-motor-cycles/2020-toyota-hilux-sr-4x4-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Corrosion visible Tub
Large Dent on Front bumper",80,23600,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Camry,Ateva ACV40R,Sedan,Automatic,Petrol,363478,5.0,6T153BK400X017829,1NX5SC,30-08-2025,4,2.4,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045355/motor-vehicles-motor-cycles/2006-toyota-camry-ateva-acv40r-automatic-sedan,"Large Scuff on Front and rear bumper
Dents or marks on body consistent with age and kilometres.
Engine noise observed.",13,1200,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Camry,Altise ACV40R,Sedan,Automatic,Petrol,263621,5.0,6T153BK400X087348,1FU5MY,Unregistered,4,2.4,Silver,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347653/motor-vehicles-motor-cycles/2009-toyota-camry-altise-acv40r-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,25,2209,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Yaris,YR NCP90R,Hatchback,Manual,Petrol,183094,5.0,JTDJW923805006033,TVC420,22-05-2025,4,1.3,Blue,Green,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045366/motor-vehicles-motor-cycles/2005-toyota-yaris-yr-ncp90r-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Driver side panel
Paint fading Panel
Body/panel damage boot",19,1509,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Camry,Sportivo ACV40R,Sedan,Automatic,Petrol,257696,5.0,6T153BK400X030613,YJC299,18-03-2025,4,2.4,Red,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045354/motor-vehicles-motor-cycles/2007-toyota-camry-sportivo-acv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Driver door",37,2800,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Avalon,VXI MCX10R,Sedan,Automatic,Petrol,306806,5.0,6T153XH1006035131,SNW987,21-05-2025,6,3.0,Silver,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045247/motor-vehicles-motor-cycles/2003-toyota-avalon-vxi-mcx10r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading All around the car
Damaged Rear left light requires attention
Medium Scratch on Rear bumper",9,609,2025-03-18,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2003,TOYOTA,Corolla,Ascent Seca ZZE123R,Hatchback,Automatic,Petrol,377590,5.0,JTDKR23E702021353,1BNX062,16-05-2025,4,1.8,Silver,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9057875/motor-vehicles-motor-cycles/2003-toyota-corolla-ascent-seca-zze123r-automatic-hatchback,"Paint fading Various Panels
Engine Oil Leak
Engine light ON",9,900,2025-03-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Fj,CRUISER GSJ15R,Wagon,Automatic,Petrol,382439,5.0,JTEBU11F30K122499,1CR4PU,15-04-2025,6,4.0,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045400/motor-vehicles-motor-cycles/2011-toyota-fj-cruiser-gsj15r-automatic-wagon,Dents or marks on body consistent with age and kilometres.,200,13700,2025-03-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Hilux,SR5 (4x4) GGN25R Dual,Dual Cab,Manual,Petrol,391534,5.0,MR0FU29G704001778,DDS62D,Unregistered,6,4.0,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10347755/motor-vehicles-motor-cycles/2005-toyota-hilux-sr5-4x4-ggn25r-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Large Dent on Radiator support, roof, tailgate, rear tub sides, bullbar
Damaged Driver side headlight, tail lights
Corrosion visible Small spots in numerous locations
Seat Torn Drivers seat
Door card Damaged.
Clutch Requires attention",68,4500,2025-03-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2018,TOYOTA,Hilux,4x4 SR GUN126R,Crew Cab Chassis,Automatic,Diesel,184807,5.0,MR0KA3CD801213523,1HLD760,23-07-2025,4,2.8,White,Grey,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9057839/motor-vehicles-motor-cycles/2018-toyota-hilux-4x4-sr-gun126r-turbo-diesel-automatic-crew-cab-chassis,"Glovebox Marks
Seat Torn Driver’s
Dents or marks on body consistent with age and kilometres.
Large Dent on Panel between tray and rear passenger door",209,19300,2025-03-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Camry,ATARA S HYBRID AVV50R,Sedan,CVT,Hybrid,135602,5.0,6T1BD3FK70X158768,No Plates,Unregistered,4,2.5,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21044932/motor-vehicles-motor-cycles/2017-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear Bumper - Drivers Side Corner
Medium Scratch on Front Bumper - Driver’s Side Corner",103,15500,2025-03-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2008,TOYOTA,Kluger,Grande (4x4) GSU45R,Wagon,Automatic,Petrol,285965,7.0,JTEES42A102114537,1HX4FP,22-02-2025,6,3.5,Grey,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045267/motor-vehicles-motor-cycles/2008-toyota-kluger-grande-4x4-gsu45r-automatic-7-seats-wagon,"Medium Scratch on Right side of the rear bumper
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Paint fading On the hood and the roof
Front Seat worn Drivers",2,5359,2025-03-19,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Corolla,Ascent ZZE123R,Sedan,Automatic,Petrol,121614,5.0,JTDBR23E403138995,1LQ6QR,21-05-2025,4,1.8,Red,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045614/motor-vehicles-motor-cycles/2005-toyota-corolla-ascent-zze123r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Rear panel
Paint peeling Panel
Large Scratch on Sides of vehicle
Paint fading Panel
Door Mirror Broken Drivers
Seat Torn Hole in carpet",18,1709,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Rav,4 Edge (4x4),Wagon,Automatic,Petrol,128385,4.0,JTEYH20V700028490,RGD681,22-11-2025,4,2.0,Silver,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045519/motor-vehicles-motor-cycles/2001-toyota-rav-4-edge-4x4-automatic-wagon,"Large Dent on RHF quarter panel, RHF door, LHF quarter panel,
Large Scratch on LHR quarter panel, LHF quarter panel, front bar, RHF quarter panel, RHF door",61,4700,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Landcruiser,GXL VDJ200R,Wagon,Automatic,Diesel,382425,8.0,JTMHV09J005009607,CEG90D,Unregistered,8,4.5,White,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10910528/motor-vehicles-motor-cycles/2010-toyota-landcruiser-gxl-vdj200r-turbo-diesel-automatic-8-seats-wagon,"Medium Scuff on Left side doors, rear bumper",285,27000,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,215844,5.0,JTNKU58E301113165,XOY789,24-03-2025,4,1.8,Red,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045540/motor-vehicles-motor-cycles/2009-toyota-corolla-ascent-zre152r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
rear Cracked bumper.
Large Scratch on LHR guard",51,4809,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1994,TOYOTA,Hilux,Surf,Suv,Automatic,Diesel,256565,5.0,6U90KZN1309027792,No plates,Unregistered,4,3.0,Green,Grey,Yes,No,Yes,No,No,NSW,https://www.grays.com/lot/0001-10347728/motor-vehicles-motor-cycles/1994-toyota-hilux-surf-automatic-suv,"Dents or marks on body consistent with age and kilometres.
Paint peeling Numerous locations
Large Dent on Driver side rear quarter panel
Seat Torn Drivers seat",13,909,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2015,TOYOTA,Camry,ATARA S HYBRID AVV50R,Sedan,CVT,Hybrid,105367,5.0,6T1BD3FK60X145722,No plates,Unregistered,4,2.5,White,Grey,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50711453/motor-vehicles-motor-cycles/2015-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Over vehicle",107,12300,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Camry,ATARA S HYBRID AVV50R,Sedan,CVT,Hybrid,155821,5.0,6T1BD3FK60X151486,No plates,Unregistered,4,2.5,Silver,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045105/motor-vehicles-motor-cycles/2016-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,Dents or marks on body consistent with age and kilometres.,185,13900,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,293230,5.0,JTNKU56E101151674,YDX110,25-04-2025,4,1.8,Red,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045572/motor-vehicles-motor-cycles/2010-toyota-corolla-ascent-zre152r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Left side of the front bumper
Body/panel damage On the rear bumper right side
Large Dent on Back of the car
Windscreen Chipped or Cracked.
Paint fading roof spoiler
Seat Torn Holes in carpet",38,3409,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Yaris,YR NCP90R,Hatchback,Automatic,Petrol,235627,5.0,JTDKW923105187545,ZBY901,01-04-2025,4,1.3,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045592/motor-vehicles-motor-cycles/2011-toyota-yaris-yr-ncp90r-automatic-hatchback,"Medium Scuff on Front and rear bumper
Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Engine noise observed.
Front Seat worn Drivers",36,3200,2025-03-23,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Yaris,YRS NCP91R,Hatchback,Automatic,Petrol,247298,5.0,JTDKT923602004246,URS581,13-04-2025,4,1.5,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045620/motor-vehicles-motor-cycles/2007-toyota-yaris-yrs-ncp91r-automatic-hatchback,"Paint fading On the hood roof and the back of the car
Large Dent on Left doors
Seat Torn driver",37,3111,2025-03-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Kluger,KX-R (FWD) GSU40R,Wagon,Automatic,Petrol,298786,7.0,JTEDS41AX02078151,WYF007,22-05-2025,6,3.5,Grey,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045562/motor-vehicles-motor-cycles/2009-toyota-kluger-kx-r-fwd-gsu40r-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Rear Passenger side",52,4590,2025-03-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Tarago,GLI ACR50R,People Mover,CVT,Petrol,135546,8.0,JTEGD52M107125303,No plates,Unregistered,4,2.4,White,Grey,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60047470/motor-vehicles-motor-cycles/2014-toyota-tarago-gli-acr50r-cvt-8-seats-people-mover,"Transmission Requires attention Strongly recommend inspection by qualified third party
Engine light ON
Traction control light ON",62,4700,2025-03-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Landcruiser,5 SP,Ute,Manual,Diesel,40533,2.0,JTELV71J307405321,No plates,Unregistered,8,4.5,White,Other,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60047468/motor-vehicles-motor-cycles/2019-toyota-landcruiser-5-sp-manual-ute,Please refer to the photos or arrange inspection to view the condition of this vehicle.,166,12900,2025-03-24,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
